subject_1,subject_2,number_students,PPE_TakingSubj2,PPE_NOTTakingSubj2,Performance_Diff
Art & Design (Fine Art),Religious Studies,3598,41.18,37.28,3.9
Art & Design (Fine Art),Russian,366,46.65,41.12,5.53
Art & Design (Fine Art),Sociology,7099,43.02,46.09,-3.07
Art & Design (Fine Art),Spanish,1933,45.36,41.97,3.39
Art & Design (Fine Art),Turkish,73,39.93,39.95,-0.02
Art & Design (Fine Art),Urdu,10,34.35,45.21,-10.86
Art & Design (Graphics),Accounting/Finance,138,37.04,36.85,0.19
Art & Design (Graphics),Ancient History,155,43.29,43.77,-0.48
Art & Design (Graphics),Arabic,33,34.06,38.01,-3.95
Art & Design (Graphics),Art & Design,1241,44.3,43.15,1.15
Art & Design (Graphics),Art & Design (3d Studies),1132,34.67,35.87,-1.2
Art & Design (Graphics),Art & Design (Critical Studies),167,36.8,40.92,-4.12
Art & Design (Graphics),Art & Design (Fine Art),4723,44,41.49,2.51
Art & Design (Graphics),Art & Design (Photography),4146,34.09,34.97,-0.88
Art & Design (Graphics),Art & Design (Textiles),1422,37.14,34.58,2.56
Art & Design (Graphics),Bengali,0,NA,40.93,NA
Art & Design (Graphics),Biology,1017,49.68,43.5,6.18
Art & Design (Graphics),Business  Studies:Single,3578,42.65,43.69,-1.04
Art & Design (Graphics),Chemistry,488,41.29,35,6.29
Art & Design (Graphics),Chinese,56,38.44,41.38,-2.94
Art & Design (Graphics),Classical Civilisation,342,39.57,38.33,1.24
Art & Design (Graphics),Classical Greek,0,NA,41.98,NA
Art & Design (Graphics),Computer Studies/Computing,1447,44.23,43.17,1.06
Art & Design (Graphics),D&T Engineering,11,36.08,40.02,-3.94
Art & Design (Graphics),D&T Product Design,816,41.2,42.78,-1.58
Art & Design (Graphics),D&T Textiles Technology,33,42.01,34.94,7.07
Art & Design (Graphics),Dance,67,47.13,39.06,8.07
Art & Design (Graphics),Design & Technology,0,NA,42.54,NA
Art & Design (Graphics),Drama & Theatre Studies,324,38.18,41.12,-2.94
Art & Design (Graphics),Economics,881,41.48,40.11,1.37
Art & Design (Graphics),Electronics,67,27.47,34.89,-7.42
Art & Design (Graphics),English Language,1130,43.62,41.9,1.72
Art & Design (Graphics),English Language & Literature,892,40.85,39.41,1.44
Art & Design (Graphics),English Literature,1784,40.19,36.51,3.68
Art & Design (Graphics),Environmental Science,257,45.18,39.94,5.24
Art & Design (Graphics),Film Studies,1632,37.15,37.87,-0.72
Art & Design (Graphics),French,358,43.83,36.88,6.95
Art & Design (Graphics),Geography,2135,39.89,37.3,2.59
Art & Design (Graphics),Geology,141,37.3,39.45,-2.15
Art & Design (Graphics),German,106,50.56,43.23,7.33
Art & Design (Graphics),Government & Politics,456,40.98,36.19,4.79
Art & Design (Graphics),Gujarati,0,NA,43.75,NA
Art & Design (Graphics),History,1499,39.75,36.46,3.29
Art & Design (Graphics),History of Art,91,52.22,41.13,11.09
Art & Design (Graphics),Home Economics: Food,0,NA,39.66,NA
Art & Design (Graphics),Information & Communications Technology,0,NA,39.03,NA
Art & Design (Graphics),Irish,0,NA,43.22,NA
Art & Design (Graphics),Italian,71,36.81,37.42,-0.61
Art & Design (Graphics),Japanese,18,36.15,35.09,1.06
Art & Design (Graphics),Latin,0,NA,39.26,NA
Art & Design (Graphics),Law,445,37.96,38.22,-0.26
Art & Design (Graphics),Logic/ Philosophy,257,45.29,42.78,2.51
Art & Design (Graphics),Mathematics,3755,45.66,39.61,6.05
Art & Design (Graphics),Mathematics (Further),166,48.1,37.41,10.69
Art & Design (Graphics),Mathematics (Statistics),74,44.79,42.05,2.74
Art & Design (Graphics),Media/Film/Tv Studies,3344,40.54,41.41,-0.87
Art & Design (Graphics),Modern Greek,0,NA,36.24,NA
Art & Design (Graphics),Modern Hebrew,0,NA,40.72,NA
Art & Design (Graphics),Music,82,46.74,37.32,9.42
Art & Design (Graphics),Music Technology,168,34.92,35.59,-0.67
Art & Design (Graphics),Other Classical Languages,10,28.45,37.4,-8.95
Art & Design (Graphics),Persian,11,35.91,39.85,-3.94
Art & Design (Graphics),Physical Education/Sports Studies,428,43.19,40.97,2.22
Art & Design (Graphics),Physics,1016,41.66,38.11,3.55
Art & Design (Graphics),Polish,29,56.42,42.85,13.57
Art & Design (Graphics),Portuguese,11,39.43,43.38,-3.95
Art & Design (Graphics),Psychology,3517,43.77,40.55,3.22
Art & Design (Graphics),Punjabi,5,30.57,39.51,-8.94
Art & Design (Graphics),Religious Studies,438,38.43,36.52,1.91
Art & Design (Graphics),Russian,49,40.76,38.45,2.31
Art & Design (Graphics),Sociology,2014,40.51,41.76,-1.25
Art & Design (Graphics),Spanish,357,39.41,35.9,3.51
Art & Design (Graphics),Turkish,16,31.08,36.69,-5.61
Art & Design (Graphics),Urdu,0,NA,39.7,NA
Art & Design (Photography),Accounting/Finance,59,31.86,35.33,-3.47
Art & Design (Photography),Ancient History,121,39.27,32.15,7.12
Art & Design (Photography),Arabic,25,32.33,39.44,-7.11
Art & Design (Photography),Art & Design,2206,42.56,41.87,0.69
Art & Design (Photography),Art & Design (3d Studies),800,41.75,41.54,0.21
Art & Design (Photography),Art & Design (Critical Studies),116,34.83,39.21,-4.38
Art & Design (Photography),Art & Design (Fine Art),6667,41.74,40.3,1.44
Art & Design (Photography),Art & Design (Graphics),4267,36.84,34.54,2.3
Art & Design (Photography),Art & Design (Textiles),2697,36.01,33.65,2.36
Art & Design (Photography),Bengali,0,NA,41.79,NA
Art & Design (Photography),Biology,2306,39.93,34.57,5.36
Art & Design (Photography),Business  Studies:Single,4732,33.55,32.36,1.19
Art & Design (Photography),Chemistry,648,41.69,34.74,6.95
Art & Design (Photography),Chinese,246,36.76,37.74,-0.98
Art & Design (Photography),Classical Civilisation,481,43.26,38.51,4.75
Art & Design (Photography),Classical Greek,0,NA,34.71,NA
Art & Design (Photography),Computer Studies/Computing,980,43.04,41.5,1.54
Art & Design (Photography),D&T Engineering,49,42.14,37.99,4.15
Art & Design (Photography),D&T Product Design,1545,40.24,41.84,-1.6
Art & Design (Photography),D&T Textiles Technology,297,42.48,39.77,2.71
Art & Design (Photography),Dance,287,38.58,37.52,1.06
Art & Design (Photography),Design & Technology,0,NA,38.53,NA
Art & Design (Photography),Drama & Theatre Studies,1649,38.7,37.76,0.94
Art & Design (Photography),Economics,1025,45.9,41.88,4.02
Art & Design (Photography),Electronics,41,42.05,40.58,1.47
Art & Design (Photography),English Language,2049,38.92,37.56,1.36
Art & Design (Photography),English Language & Literature,1356,37.14,35.26,1.88
Art & Design (Photography),English Literature,4768,39.74,35.9,3.84
Art & Design (Photography),Environmental Science,251,43.87,41.44,2.43
Art & Design (Photography),Film Studies,3853,39.13,38.69,0.44
Art & Design (Photography),French,341,39.42,35.98,3.44
Art & Design (Photography),Geography,3795,43.84,40.38,3.46
Art & Design (Photography),Geology,83,42.5,40.31,2.19
Art & Design (Photography),German,191,36.66,32.81,3.85
Art & Design (Photography),Government & Politics,1149,40.54,36.89,3.65
Art & Design (Photography),Gujarati,0,NA,36.44,NA
Art & Design (Photography),History,3669,42.97,40.82,2.15
Art & Design (Photography),History of Art,369,39.13,33.09,6.04
Art & Design (Photography),Home Economics: Food,0,NA,34.9,NA
Art & Design (Photography),Information & Communications Technology,0,NA,32.3,NA
Art & Design (Photography),Irish,0,NA,39.29,NA
Art & Design (Photography),Italian,63,33.3,34.04,-0.74
Art & Design (Photography),Japanese,34,49.41,38.51,10.9
Art & Design (Photography),Latin,7,52.83,39.93,12.9
Art & Design (Photography),Law,877,32.72,32.18,0.54
Art & Design (Photography),Logic/ Philosophy,341,37.53,36,1.53
Art & Design (Photography),Mathematics,2481,39.8,33.05,6.75
Art & Design (Photography),Mathematics (Further),129,48.83,38.02,10.81
Art & Design (Photography),Mathematics (Statistics),36,36.87,33.97,2.9
Art & Design (Photography),Media/Film/Tv Studies,5970,35.47,36.53,-1.06
Art & Design (Photography),Modern Greek,0,NA,36.58,NA
Art & Design (Photography),Modern Hebrew,7,50.34,37.44,12.9
Art & Design (Photography),Music,425,38.31,39.42,-1.11
Art & Design (Photography),Music Technology,385,38.45,36.77,1.68
Art & Design (Photography),Other Classical Languages,0,NA,35.56,NA
Art & Design (Photography),Persian,18,42.94,40.04,2.9
Art & Design (Photography),Physical Education/Sports Studies,946,35.75,33.87,1.88
Art & Design (Photography),Physics,640,45.42,39.19,6.23
Art & Design (Photography),Polish,82,31.34,33.11,-1.77
Art & Design (Photography),Portuguese,41,24.28,35.84,-11.56
Art & Design (Photography),Psychology,8236,41.64,38.92,2.72
Art & Design (Photography),Punjabi,10,29,36.11,-7.11
Art & Design (Photography),Religious Studies,1405,39.27,36.65,2.62
Art & Design (Photography),Russian,166,44.14,40.12,4.02
Art & Design (Photography),Sociology,6005,41.76,41.6,0.16
Art & Design (Photography),Spanish,726,40.89,38.95,1.94
Art & Design (Photography),Turkish,39,39.34,40.73,-1.39
Art & Design (Photography),Urdu,5,31.52,38.62,-7.1
Art & Design (Textiles),Accounting/Finance,42,38.74,38.79,-0.05
Art & Design (Textiles),Ancient History,42,39.72,39.77,-0.05
Art & Design (Textiles),Arabic,44,33.7,38.75,-5.05
Art & Design (Textiles),Art & Design,794,39.97,41.23,-1.26
Art & Design (Textiles),Art & Design (3d Studies),387,41.72,41.77,-0.05
Art & Design (Textiles),Art & Design (Critical Studies),107,34.18,39.75,-5.57
Art & Design (Textiles),Art & Design (Fine Art),3454,37.76,36.03,1.73
Art & Design (Textiles),Art & Design (Graphics),1441,37.63,36.24,1.39
Art & Design (Textiles),Art & Design (Photography),2639,37.69,41.13,-3.44
Art & Design (Textiles),Bengali,0,NA,41.57,NA
Art & Design (Textiles),Biology,1230,48.56,41.2,7.36
Art & Design (Textiles),Business  Studies:Single,2472,38.04,35.67,2.37
Art & Design (Textiles),Chemistry,518,49.37,42.47,6.9
Art & Design (Textiles),Chinese,162,40.91,39.02,1.89
Art & Design (Textiles),Classical Civilisation,322,42.33,36.46,5.87
Art & Design (Textiles),Classical Greek,0,NA,40.21,NA
Art & Design (Textiles),Computer Studies/Computing,102,37.06,35.93,1.13
Art & Design (Textiles),D&T Engineering,0,NA,35.26,NA
Art & Design (Textiles),D&T Product Design,292,40.28,44.11,-3.83
Art & Design (Textiles),D&T Textiles Technology,31,52.97,35.5,17.47
Art & Design (Textiles),Dance,121,42.41,42.46,-0.05
Art & Design (Textiles),Design & Technology,0,NA,37.32,NA
Art & Design (Textiles),Drama & Theatre Studies,636,44.24,44.58,-0.34
Art & Design (Textiles),Economics,535,46.43,42.45,3.98
Art & Design (Textiles),Electronics,0,NA,44.66,NA
Art & Design (Textiles),English Language,743,41.52,42.87,-1.35
Art & Design (Textiles),English Language & Literature,695,39.3,37.42,1.88
Art & Design (Textiles),English Literature,2404,47.42,44.67,2.75
Art & Design (Textiles),Environmental Science,160,36.11,36.53,-0.42
Art & Design (Textiles),Film Studies,760,33.23,35.27,-2.04
Art & Design (Textiles),French,417,39.85,38.85,1
Art & Design (Textiles),Geography,1131,38.91,35.65,3.26
Art & Design (Textiles),Geology,42,52.82,42.85,9.97
Art & Design (Textiles),German,63,40.01,42.79,-2.78
Art & Design (Textiles),Government & Politics,430,38.95,35.79,3.16
Art & Design (Textiles),Gujarati,0,NA,43.5,NA
Art & Design (Textiles),History,1667,43.09,41.15,1.94
Art & Design (Textiles),History of Art,195,45.42,40.42,5
Art & Design (Textiles),Home Economics: Food,0,NA,42.97,NA
Art & Design (Textiles),Information & Communications Technology,0,NA,44.3,NA
Art & Design (Textiles),Irish,0,NA,38.24,NA
Art & Design (Textiles),Italian,40,40.88,43.79,-2.91
Art & Design (Textiles),Japanese,6,43.87,43.92,-0.05
Art & Design (Textiles),Latin,7,48.65,38.69,9.96
Art & Design (Textiles),Law,368,39.44,40.62,-1.18
Art & Design (Textiles),Logic/ Philosophy,300,39,36.98,2.02
Art & Design (Textiles),Mathematics,1109,50.1,44.61,5.49
Art & Design (Textiles),Mathematics (Further),72,45.1,39.68,5.42
Art & Design (Textiles),Mathematics (Statistics),23,37.81,40.35,-2.54
Art & Design (Textiles),Media/Film/Tv Studies,1457,40.58,43.56,-2.98
Art & Design (Textiles),Modern Greek,10,25.35,35.4,-10.05
Art & Design (Textiles),Modern Hebrew,5,33.9,43.95,-10.05
Art & Design (Textiles),Music,64,52.22,41.13,11.09
Art & Design (Textiles),Music Technology,38,31.25,37.02,-5.77
Art & Design (Textiles),Other Classical Languages,0,NA,37.51,NA
Art & Design (Textiles),Persian,0,NA,35.11,NA
Art & Design (Textiles),Physical Education/Sports Studies,279,39.19,37.7,1.49
Art & Design (Textiles),Physics,176,43.96,37.29,6.67
Art & Design (Textiles),Polish,18,41.04,41.09,-0.05
Art & Design (Textiles),Portuguese,0,NA,41.05,NA
Art & Design (Textiles),Psychology,3278,42.55,39.84,2.71
Art & Design (Textiles),Punjabi,16,33.24,39.96,-6.72
Art & Design (Textiles),Religious Studies,580,38.25,37.87,0.38
Art & Design (Textiles),Russian,61,43.25,35.5,7.75
Art & Design (Textiles),Sociology,2174,39.29,40.22,-0.93
Art & Design (Textiles),Spanish,424,40.9,38.2,2.7
Art & Design (Textiles),Turkish,5,31.44,41.49,-10.05
Art & Design (Textiles),Urdu,5,32.77,42.82,-10.05
Bengali,Accounting/Finance,0,NA,42.98,NA
Bengali,Ancient History,0,NA,38.73,NA
Bengali,Arabic,0,NA,41.64,NA
Bengali,Art & Design,6,38.39,40.39,-2
Bengali,Art & Design (3d Studies),0,NA,44.88,NA
Bengali,Art & Design (Critical Studies),0,NA,38.55,NA
Bengali,Art & Design (Fine Art),0,NA,44.31,NA
Bengali,Art & Design (Graphics),0,NA,41.45,NA
Bengali,Art & Design (Photography),0,NA,43.74,NA
Bengali,Art & Design (Textiles),0,NA,37.34,NA
Bengali,Biology,0,NA,40.4,NA
Bengali,Business  Studies:Single,0,NA,41.13,NA
Bengali,Chemistry,15,56.85,40.74,16.11
Bengali,Chinese,0,NA,38.11,NA
Bengali,Classical Civilisation,0,NA,37.22,NA
Bengali,Classical Greek,0,NA,43.28,NA
Bengali,Computer Studies/Computing,6,44.43,46.43,-2
Bengali,D&T Engineering,0,NA,39.69,NA
Bengali,D&T Product Design,0,NA,42.19,NA
Bengali,D&T Textiles Technology,0,NA,44.45,NA
Bengali,Dance,0,NA,38.77,NA
Bengali,Design & Technology,0,NA,40.14,NA
Bengali,Drama & Theatre Studies,0,NA,43.64,NA
Bengali,Economics,14,51.81,41.81,10
Bengali,Electronics,0,NA,40.51,NA
Bengali,English Language,0,NA,46.6,NA
Bengali,English Language & Literature,0,NA,37.24,NA
Bengali,English Literature,0,NA,39.91,NA
Bengali,Environmental Science,0,NA,37.25,NA
Bengali,Film Studies,0,NA,39.28,NA
Bengali,French,0,NA,40.47,NA
Bengali,Geography,13,44.32,40.43,3.89
Bengali,Geology,0,NA,44.6,NA
Bengali,German,0,NA,40.11,NA
Bengali,Government & Politics,7,11.24,44.02,-32.78
Bengali,Gujarati,0,NA,37.44,NA
Bengali,History,8,64.21,44.21,20
Bengali,History of Art,0,NA,46.71,NA
Bengali,Home Economics: Food,0,NA,46.51,NA
Bengali,Information & Communications Technology,0,NA,44.89,NA
Bengali,Irish,0,NA,40.16,NA
Bengali,Italian,5,26.98,39.98,-13
Bengali,Japanese,0,NA,46.51,NA
Bengali,Latin,0,NA,37.12,NA
Bengali,Law,0,NA,42.57,NA
Bengali,Logic/ Philosophy,0,NA,37.37,NA
Bengali,Mathematics,32,47.81,43.81,4
Bengali,Mathematics (Further),0,NA,41.06,NA
Bengali,Mathematics (Statistics),0,NA,41.82,NA
Bengali,Media/Film/Tv Studies,0,NA,37.86,NA
Bengali,Modern Greek,0,NA,43.7,NA
Bengali,Modern Hebrew,0,NA,45.77,NA
Bengali,Music,0,NA,37.42,NA
Bengali,Music Technology,0,NA,41.53,NA
Bengali,Other Classical Languages,0,NA,45.47,NA
Bengali,Persian,0,NA,46.61,NA
Bengali,Physical Education/Sports Studies,0,NA,45.28,NA
Bengali,Physics,13,49.51,45.62,3.89
Bengali,Polish,0,NA,39.21,NA
Bengali,Portuguese,0,NA,46.44,NA
Bengali,Psychology,0,NA,42.49,NA
Bengali,Punjabi,0,NA,41.12,NA
Bengali,Religious Studies,8,64.39,44.39,20
Bengali,Russian,0,NA,43.3,NA
Bengali,Sociology,7,17.61,50.39,-32.78
Bengali,Spanish,5,31.67,44.67,-13
Bengali,Turkish,0,NA,41.4,NA
Bengali,Urdu,0,NA,37.46,NA
Biology,Accounting/Finance,208,19.71,33,-13.29
Biology,Ancient History,356,33.5,35.68,-2.18
Biology,Arabic,848,32.22,36.83,-4.61
Biology,Art & Design,2430,32.69,34.39,-1.7
Biology,Art & Design (3d Studies),352,26.91,33.92,-7.01
Biology,Art & Design (Critical Studies),6,11.68,35.74,-24.06
Biology,Art & Design (Fine Art),6388,34.08,34.97,-0.89
Biology,Art & Design (Graphics),789,35.05,38.04,-2.99
Biology,Art & Design (Photography),1686,27.29,36.67,-9.38
Biology,Art & Design (Textiles),935,34.23,37.59,-3.36
Biology,Bengali,0,NA,36.49,NA
Biology,Business  Studies:Single,12232,23.78,31.61,-7.83
Biology,Chemistry,221381,39.61,29.89,9.72
Biology,Chinese,1470,36.18,33.4,2.78
Biology,Classical Civilisation,1814,39.44,37.15,2.29
Biology,Classical Greek,104,53.49,38.22,15.27
Biology,Computer Studies/Computing,5369,36.38,38.43,-2.05
Biology,D&T Engineering,69,15.6,30.78,-15.18
Biology,D&T Product Design,2253,30.09,35.62,-5.53
Biology,D&T Textiles Technology,170,29.21,33.85,-4.64
Biology,Dance,322,33.8,37.24,-3.44
Biology,Design & Technology,0,NA,35.51,NA
Biology,Drama & Theatre Studies,2500,33.14,32.58,0.56
Biology,Economics,14205,37.52,38.73,-1.21
Biology,Electronics,78,19.27,32.29,-13.02
Biology,English Language,3886,25.66,30.89,-5.23
Biology,English Language & Literature,2303,32.31,38.47,-6.16
Biology,English Literature,16458,28.03,29.79,-1.76
Biology,Environmental Science,3103,34.36,37.43,-3.07
Biology,Film Studies,760,21.64,29.93,-8.29
Biology,French,5707,35.55,29.28,6.27
Biology,Geography,38483,36.96,38.31,-1.35
Biology,Geology,1392,35.35,35.68,-0.33
Biology,German,2094,46.94,38.95,7.99
Biology,Government & Politics,3527,32.99,35.58,-2.59
Biology,Gujarati,0,NA,32.29,NA
Biology,History,20822,34.14,35.38,-1.24
Biology,History of Art,117,34.88,36.22,-1.34
Biology,Home Economics: Food,0,NA,30.45,NA
Biology,Information & Communications Technology,0,NA,37.58,NA
Biology,Irish,0,NA,34.71,NA
Biology,Italian,473,26.24,29.89,-3.65
Biology,Japanese,145,39.54,29.69,9.85
Biology,Latin,779,48.47,33.93,14.54
Biology,Law,2458,26.63,36.44,-9.81
Biology,Logic/ Philosophy,1491,35.38,33.95,1.43
Biology,Mathematics,146493,44.29,34.94,9.35
Biology,Mathematics (Further),9220,52.93,36.6,16.33
Biology,Mathematics (Statistics),582,23.09,32.3,-9.21
Biology,Media/Film/Tv Studies,1228,24.07,34.48,-10.41
Biology,Modern Greek,79,38.54,36.18,2.36
Biology,Modern Hebrew,48,37.82,38.56,-0.74
Biology,Music,2346,40.78,36.7,4.08
Biology,Music Technology,309,30.08,36.66,-6.58
Biology,Other Classical Languages,28,40.9,38.97,1.93
Biology,Persian,143,32.83,38.28,-5.45
Biology,Physical Education/Sports Studies,16437,32.09,37.22,-5.13
Biology,Physics,21049,39.35,36.74,2.61
Biology,Polish,424,25.33,30.2,-4.87
Biology,Portuguese,128,24.14,31.17,-7.03
Biology,Psychology,96130,27.05,33.07,-6.02
Biology,Punjabi,106,26.88,35.95,-9.07
Biology,Religious Studies,6340,34.86,36.2,-1.34
Biology,Russian,473,30.53,30.39,0.14
Biology,Sociology,12597,28.78,39.05,-10.27
Biology,Spanish,6647,43.72,38.88,4.84
Biology,Turkish,269,30.56,37.09,-6.53
Biology,Urdu,202,24.39,29.89,-5.5
Business  Studies:Single,Accounting/Finance,5863,37.88,36.81,1.07
Business  Studies:Single,Ancient History,235,28.2,30.03,-1.83
Business  Studies:Single,Arabic,185,22.1,29.39,-7.29
Business  Studies:Single,Art & Design,1818,30.82,33.39,-2.57
Business  Studies:Single,Art & Design (3d Studies),1303,31.02,34.93,-3.91
Business  Studies:Single,Art & Design (Critical Studies),11,12.47,28.94,-16.47
Business  Studies:Single,Art & Design (Fine Art),4562,29.36,31.86,-2.5
Business  Studies:Single,Art & Design (Graphics),3022,32.02,35.7,-3.68
Business  Studies:Single,Art & Design (Photography),3840,24.07,29.41,-5.34
Business  Studies:Single,Art & Design (Textiles),2064,31.88,33.85,-1.97
Business  Studies:Single,Bengali,0,NA,30.93,NA
Business  Studies:Single,Biology,15115,32.11,27.97,4.14
Business  Studies:Single,Chemistry,6627,36.98,32.7,4.28
Business  Studies:Single,Chinese,734,31.64,30.57,1.07
Business  Studies:Single,Classical Civilisation,684,34.13,30.75,3.38
Business  Studies:Single,Classical Greek,5,26.05,29.18,-3.13
Business  Studies:Single,Computer Studies/Computing,9063,32.13,32.36,-0.23
Business  Studies:Single,D&T Engineering,230,33.25,34.34,-1.09
Business  Studies:Single,D&T Product Design,6239,33.69,35.73,-2.04
Business  Studies:Single,D&T Textiles Technology,434,29.23,28.29,0.94
Business  Studies:Single,Dance,386,37.35,36.73,0.62
