"subject_1","Grade_1","subject_2","number_students","PPE_TakingSubj2","PPE_NOTTakingSubj2"
"Accounting/Finance","U","French",5,"z","z"
"Accounting/Finance","U","Geography",101,"z","z"
"Accounting/Finance","U","Geology",3,"z","z"
"Accounting/Finance","U","German",0,"z","z"
"Accounting/Finance","U","Government & Politics",18,"z","z"
"Accounting/Finance","U","Gujarati",0,"z","z"
"Accounting/Finance","U","History",80,"z","z"
"Accounting/Finance","U","History of Art",0,"z","z"
"Accounting/Finance","U","Home Economics: Food",0,"z","z"
"Accounting/Finance","U","Information & Communications Technology",0,"z","z"
"Accounting/Finance","U","Irish",0,"z","z"
"Accounting/Finance","U","Italian",3,"z","z"
"Accounting/Finance","U","Japanese",0,"z","z"
"Accounting/Finance","U","Latin",0,"z","z"
"Accounting/Finance","U","Law",146,"z","z"
"Accounting/Finance","U","Logic/ Philosophy",3,"z","z"
"Accounting/Finance","U","Mathematics",644,"z","z"
"Accounting/Finance","U","Mathematics (Further)",31,"z","z"
"Accounting/Finance","U","Mathematics (Statistics)",34,"z","z"
"Accounting/Finance","U","Media/Film/Tv Studies",33,"z","z"
"Accounting/Finance","U","Modern Greek",0,"z","z"
"Accounting/Finance","U","Modern Hebrew",0,"z","z"
"Accounting/Finance","U","Music",3,"z","z"
"Accounting/Finance","U","Music Technology",4,"z","z"
"Accounting/Finance","U","Other Classical Languages",0,"z","z"
"Accounting/Finance","U","Persian",0,"z","z"
"Accounting/Finance","U","Physical Education/Sports Studies",45,"z","z"
"Accounting/Finance","U","Physics",69,"z","z"
"Accounting/Finance","U","Polish",3,"z","z"
"Accounting/Finance","U","Portuguese",0,"z","z"
"Accounting/Finance","U","Psychology",172,"z","z"
"Accounting/Finance","U","Punjabi",0,"z","z"
"Accounting/Finance","U","Religious Studies",12,"z","z"
"Accounting/Finance","U","Russian",0,"z","z"
"Accounting/Finance","U","Sociology",82,"z","z"
"Accounting/Finance","U","Spanish",20,"z","z"
"Accounting/Finance","U","Turkish",0,"z","z"
"Accounting/Finance","U","Urdu",0,"z","z"
"Ancient History","*","Accounting/Finance",0,"z","z"
"Ancient History","*","Arabic",0,"z","z"
"Ancient History","*","Art & Design",0,"z","z"
"Ancient History","*","Art & Design (3d Studies)",0,"z","z"
"Ancient History","*","Art & Design (Critical Studies)",0,"z","z"
"Ancient History","*","Art & Design (Fine Art)",0,"z","z"
"Ancient History","*","Art & Design (Graphics)",1,"z","z"
"Ancient History","*","Art & Design (Photography)",0,"z","z"
"Ancient History","*","Art & Design (Textiles)",0,"z","z"
"Ancient History","*","Bengali",0,"z","z"
"Ancient History","*","Biology",3,"z","z"
"Ancient History","*","Business  Studies:Single",1,"z","z"
"Ancient History","*","Chemistry",1,"z","z"
"Ancient History","*","Chinese",0,"z","z"
"Ancient History","*","Classical Civilisation",0,"z","z"
"Ancient History","*","Classical Greek",2,"z","z"
"Ancient History","*","Computer Studies/Computing",0,"z","z"
"Ancient History","*","D&T Engineering",0,"z","z"
"Ancient History","*","D&T Product Design",0,"z","z"
"Ancient History","*","D&T Textiles Technology",0,"z","z"
"Ancient History","*","Dance",0,"z","z"
"Ancient History","*","Design & Technology",0,"z","z"
"Ancient History","*","Drama & Theatre Studies",0,"z","z"
"Ancient History","*","Economics",4,"z","z"
"Ancient History","*","Electronics",0,"z","z"
"Ancient History","*","English Language",0,"z","z"
"Ancient History","*","English Language & Literature",1,"z","z"
"Ancient History","*","English Literature",3,"z","z"
"Ancient History","*","Environmental Science",0,"z","z"
"Ancient History","*","Film Studies",0,"z","z"
"Ancient History","*","French",1,"z","z"
"Ancient History","*","Geography",1,"z","z"
"Ancient History","*","Geology",0,"z","z"
"Ancient History","*","German",1,"z","z"
"Ancient History","*","Government & Politics",0,"z","z"
"Ancient History","*","Gujarati",0,"z","z"
"Ancient History","*","History",6,"z","z"
"Ancient History","*","History of Art",1,"z","z"
"Ancient History","*","Home Economics: Food",0,"z","z"
"Ancient History","*","Information & Communications Technology",0,"z","z"
"Ancient History","*","Irish",0,"z","z"
"Ancient History","*","Italian",0,"z","z"
"Ancient History","*","Japanese",0,"z","z"
"Ancient History","*","Latin",2,"z","z"
"Ancient History","*","Law",0,"z","z"
"Ancient History","*","Logic/ Philosophy",2,"z","z"
"Ancient History","*","Mathematics",5,"z","z"
"Ancient History","*","Mathematics (Further)",1,"z","z"
"Ancient History","*","Mathematics (Statistics)",0,"z","z"
"Ancient History","*","Media/Film/Tv Studies",0,"z","z"
"Ancient History","*","Modern Greek",0,"z","z"
"Ancient History","*","Modern Hebrew",0,"z","z"
"Ancient History","*","Music",1,"z","z"
"Ancient History","*","Music Technology",1,"z","z"
"Ancient History","*","Other Classical Languages",0,"z","z"
"Ancient History","*","Persian",0,"z","z"
"Ancient History","*","Physical Education/Sports Studies",0,"z","z"
"Ancient History","*","Physics",0,"z","z"
"Ancient History","*","Polish",0,"z","z"
"Ancient History","*","Portuguese",0,"z","z"
"Ancient History","*","Psychology",1,"z","z"
"Ancient History","*","Punjabi",0,"z","z"
"Ancient History","*","Religious Studies",0,"z","z"
"Ancient History","*","Russian",0,"z","z"
"Ancient History","*","Sociology",2,"z","z"
"Ancient History","*","Spanish",0,"z","z"
"Ancient History","*","Turkish",0,"z","z"
"Ancient History","*","Urdu",0,"z","z"
"Ancient History","A","Accounting/Finance",0,"z","z"
"Ancient History","A","Arabic",0,"z","z"
"Ancient History","A","Art & Design",0,"z","z"
"Ancient History","A","Art & Design (3d Studies)",0,"z","z"
"Ancient History","A","Art & Design (Critical Studies)",0,"z","z"
"Ancient History","A","Art & Design (Fine Art)",7,"z","z"
"Ancient History","A","Art & Design (Graphics)",1,"z","z"
"Ancient History","A","Art & Design (Photography)",1,"z","z"
"Ancient History","A","Art & Design (Textiles)",0,"z","z"
"Ancient History","A","Bengali",0,"z","z"
"Ancient History","A","Biology",19,"z","z"
"Ancient History","A","Business  Studies:Single",8,"z","z"
"Ancient History","A","Chemistry",10,"z","z"
"Ancient History","A","Chinese",0,"z","z"
"Ancient History","A","Classical Civilisation",11,"z","z"
"Ancient History","A","Classical Greek",3,"z","z"
"Ancient History","A","Computer Studies/Computing",3,"z","z"
"Ancient History","A","D&T Engineering",0,"z","z"
"Ancient History","A","D&T Product Design",0,"z","z"
"Ancient History","A","D&T Textiles Technology",0,"z","z"
"Ancient History","A","Dance",0,"z","z"
"Ancient History","A","Design & Technology",0,"z","z"
"Ancient History","A","Drama & Theatre Studies",4,"z","z"
"Ancient History","A","Economics",16,"z","z"
"Ancient History","A","Electronics",0,"z","z"
"Ancient History","A","English Language",8,"z","z"
"Ancient History","A","English Language & Literature",10,"z","z"
"Ancient History","A","English Literature",42,"z","z"
"Ancient History","A","Environmental Science",0,"z","z"
"Ancient History","A","Film Studies",4,"z","z"
"Ancient History","A","French",5,"z","z"
"Ancient History","A","Geography",8,"z","z"
"Ancient History","A","Geology",1,"z","z"
"Ancient History","A","German",5,"z","z"
"Ancient History","A","Government & Politics",26,"z","z"
"Ancient History","A","Gujarati",0,"z","z"
"Ancient History","A","History",37,"z","z"
"Ancient History","A","History of Art",2,"z","z"
"Ancient History","A","Home Economics: Food",0,"z","z"
"Ancient History","A","Information & Communications Technology",0,"z","z"
"Ancient History","A","Irish",0,"z","z"
"Ancient History","A","Italian",3,"z","z"
"Ancient History","A","Japanese",0,"z","z"
"Ancient History","A","Latin",8,"z","z"
"Ancient History","A","Law",12,"z","z"
"Ancient History","A","Logic/ Philosophy",10,"z","z"
"Ancient History","A","Mathematics",31,"z","z"
"Ancient History","A","Mathematics (Further)",6,"z","z"
"Ancient History","A","Mathematics (Statistics)",0,"z","z"
"Ancient History","A","Media/Film/Tv Studies",2,"z","z"
"Ancient History","A","Modern Greek",0,"z","z"
"Ancient History","A","Modern Hebrew",0,"z","z"
"Ancient History","A","Music",3,"z","z"
"Ancient History","A","Music Technology",1,"z","z"
"Ancient History","A","Other Classical Languages",0,"z","z"
"Ancient History","A","Persian",0,"z","z"
"Ancient History","A","Physical Education/Sports Studies",2,"z","z"
"Ancient History","A","Physics",3,"z","z"
"Ancient History","A","Polish",0,"z","z"
"Ancient History","A","Portuguese",0,"z","z"
"Ancient History","A","Psychology",19,"z","z"
"Ancient History","A","Punjabi",0,"z","z"
"Ancient History","A","Religious Studies",14,"z","z"
"Ancient History","A","Russian",1,"z","z"
"Ancient History","A","Sociology",8,"z","z"
"Ancient History","A","Spanish",3,"z","z"
"Ancient History","A","Turkish",0,"z","z"
"Ancient History","A","Urdu",0,"z","z"
"Ancient History","All","Accounting/Finance",11,"22.81","30.04"
"Ancient History","All","Arabic",0,NA,"35.36"
"Ancient History","All","Art & Design",13,"32.61","34.19"
"Ancient History","All","Art & Design (3d Studies)",5,"28","30.65"
"Ancient History","All","Art & Design (Critical Studies)",0,NA,"34.13"
"Ancient History","All","Art & Design (Fine Art)",44,"26.75","32.11"
"Ancient History","All","Art & Design (Graphics)",26,"28.37","34.73"
"Ancient History","All","Art & Design (Photography)",19,"31.86","33.37"
"Ancient History","All","Art & Design (Textiles)",7,"35.1","36.9"
"Ancient History","All","Bengali",0,NA,"38.99"
"Ancient History","All","Biology",68,"37.37","32.5"
"Ancient History","All","Business  Studies:Single",48,"38.67","38.52"
"Ancient History","All","Chemistry",43,"39.79","35.38"
"Ancient History","All","Chinese",0,NA,"31.3"
"Ancient History","All","Classical Civilisation",62,"34.79","37.79"
"Ancient History","All","Classical Greek",3,"51.97","29.86"
"Ancient History","All","Computer Studies/Computing",27,"37.09","38.31"
"Ancient History","All","D&T Engineering",0,NA,"33.33"
"Ancient History","All","D&T Product Design",2,"31.13","30.77"
"Ancient History","All","D&T Textiles Technology",0,NA,"34.46"
"Ancient History","All","Dance",2,"16.54","31.21"
"Ancient History","All","Design & Technology",0,NA,"33.54"
"Ancient History","All","Drama & Theatre Studies",17,"34.57","31.37"
"Ancient History","All","Economics",46,"38.09","33.11"
"Ancient History","All","Electronics",3,"25.71","30.36"
"Ancient History","All","English Language",67,"37.59","39.39"
"Ancient History","All","English Language & Literature",50,"38.43","36"
"Ancient History","All","English Literature",155,"41.46","38.01"
"Ancient History","All","Environmental Science",9,"31.9","34.34"
"Ancient History","All","Film Studies",35,"31.73","32.22"
"Ancient History","All","French",12,"47.49","39.3"
"Ancient History","All","Geography",56,"34.71","35.08"
"Ancient History","All","Geology",9,"23.62","30.55"
"Ancient History","All","German",11,"45.45","38.18"
"Ancient History","All","Government & Politics",91,"37.45","35.44"
"Ancient History","All","Gujarati",0,NA,"34.31"
"Ancient History","All","History",162,"35.03","34.03"
"Ancient History","All","History of Art",7,"44.94","35.22"
"Ancient History","All","Home Economics: Food",0,NA,"39.34"
"Ancient History","All","Information & Communications Technology",0,NA,"38.87"
"Ancient History","All","Irish",0,NA,"34.65"
"Ancient History","All","Italian",3,"52.57","37.16"
"Ancient History","All","Japanese",0,NA,"32.81"
"Ancient History","All","Latin",9,"46.21","29.57"
"Ancient History","All","Law",68,"32.27","33.84"
"Ancient History","All","Logic/ Philosophy",48,"40.92","38.48"
"Ancient History","All","Mathematics",88,"39.03","33.21"
"Ancient History","All","Mathematics (Further)",8,"47.11","32.87"
"Ancient History","All","Mathematics (Statistics)",4,"27.33","34.5"
"Ancient History","All","Media/Film/Tv Studies",22,"28.42","30.95"
"Ancient History","All","Modern Greek",0,NA,"34.83"
"Ancient History","All","Modern Hebrew",0,NA,"29.94"
"Ancient History","All","Music",9,"37.94","34.76"
"Ancient History","All","Music Technology",7,"41.55","37.59"
"Ancient History","All","Other Classical Languages",0,NA,"33.56"
"Ancient History","All","Persian",0,NA,"38"
"Ancient History","All","Physical Education/Sports Studies",12,"29.21","30.01"
"Ancient History","All","Physics",30,"32.68","32.48"
"Ancient History","All","Polish",1,"37.24","31.87"
"Ancient History","All","Portuguese",0,NA,"37.37"
"Ancient History","All","Psychology",120,"34.34","34.69"
"Ancient History","All","Punjabi",0,NA,"29.88"
"Ancient History","All","Religious Studies",49,"38.93","35.91"
"Ancient History","All","Russian",1,"54.11","38.73"
"Ancient History","All","Sociology",73,"27.96","30.05"
"Ancient History","All","Spanish",13,"36.61","34.29"
"Ancient History","All","Turkish",0,NA,"36.54"
"Ancient History","All","Urdu",0,NA,"36.17"
"Ancient History","B","Accounting/Finance",4,"z","z"
"Ancient History","B","Arabic",0,"z","z"
"Ancient History","B","Art & Design",7,"z","z"
"Ancient History","B","Art & Design (3d Studies)",2,"z","z"
"Ancient History","B","Art & Design (Critical Studies)",0,"z","z"
"Ancient History","B","Art & Design (Fine Art)",15,"z","z"
"Ancient History","B","Art & Design (Graphics)",8,"z","z"
"Ancient History","B","Art & Design (Photography)",10,"z","z"
"Ancient History","B","Art & Design (Textiles)",3,"z","z"
"Ancient History","B","Bengali",0,"z","z"
"Ancient History","B","Biology",45,"z","z"
"Ancient History","B","Business  Studies:Single",23,"z","z"
"Ancient History","B","Chemistry",32,"z","z"
"Ancient History","B","Chinese",0,"z","z"
"Ancient History","B","Classical Civilisation",25,"z","z"
"Ancient History","B","Classical Greek",3,"z","z"
"Ancient History","B","Computer Studies/Computing",14,"z","z"
"Ancient History","B","D&T Engineering",0,"z","z"
"Ancient History","B","D&T Product Design",1,"z","z"
"Ancient History","B","D&T Textiles Technology",0,"z","z"
"Ancient History","B","Dance",0,"z","z"
"Ancient History","B","Design & Technology",0,"z","z"
"Ancient History","B","Drama & Theatre Studies",10,"z","z"
"Ancient History","B","Economics",33,"z","z"
"Ancient History","B","Electronics",0,"z","z"
"Ancient History","B","English Language",30,"z","z"
"Ancient History","B","English Language & Literature",29,"z","z"
"Ancient History","B","English Literature",92,"z","z"
"Ancient History","B","Environmental Science",4,"z","z"
"Ancient History","B","Film Studies",18,"z","z"
"Ancient History","B","French",9,"z","z"
"Ancient History","B","Geography",27,"z","z"
"Ancient History","B","Geology",3,"z","z"
"Ancient History","B","German",7,"z","z"
"Ancient History","B","Government & Politics",53,"z","z"
"Ancient History","B","Gujarati",0,"z","z"
"Ancient History","B","History",87,"z","z"
"Ancient History","B","History of Art",7,"z","z"
"Ancient History","B","Home Economics: Food",0,"z","z"
"Ancient History","B","Information & Communications Technology",0,"z","z"
"Ancient History","B","Irish",0,"z","z"
"Ancient History","B","Italian",3,"z","z"
"Ancient History","B","Japanese",0,"z","z"
"Ancient History","B","Latin",9,"z","z"
"Ancient History","B","Law",34,"z","z"
"Ancient History","B","Logic/ Philosophy",29,"z","z"
"Ancient History","B","Mathematics",64,"z","z"
"Ancient History","B","Mathematics (Further)",8,"z","z"
"Ancient History","B","Mathematics (Statistics)",0,"z","z"
"Ancient History","B","Media/Film/Tv Studies",11,"z","z"
"Ancient History","B","Modern Greek",0,"z","z"
"Ancient History","B","Modern Hebrew",0,"z","z"
"Ancient History","B","Music",5,"z","z"
"Ancient History","B","Music Technology",5,"z","z"
"Ancient History","B","Other Classical Languages",0,"z","z"
"Ancient History","B","Persian",0,"z","z"
"Ancient History","B","Physical Education/Sports Studies",5,"z","z"
"Ancient History","B","Physics",15,"z","z"
"Ancient History","B","Polish",1,"z","z"
"Ancient History","B","Portuguese",0,"z","z"
"Ancient History","B","Psychology",63,"z","z"
"Ancient History","B","Punjabi",0,"z","z"
"Ancient History","B","Religious Studies",28,"z","z"
"Ancient History","B","Russian",1,"z","z"
"Ancient History","B","Sociology",30,"z","z"
"Ancient History","B","Spanish",8,"z","z"
"Ancient History","B","Turkish",0,"z","z"
"Ancient History","B","Urdu",0,"z","z"
"Ancient History","C","Accounting/Finance",8,"z","z"
"Ancient History","C","Arabic",0,"z","z"
"Ancient History","C","Art & Design",11,"z","z"
"Ancient History","C","Art & Design (3d Studies)",4,"z","z"
"Ancient History","C","Art & Design (Critical Studies)",0,"z","z"
"Ancient History","C","Art & Design (Fine Art)",32,"z","z"
"Ancient History","C","Art & Design (Graphics)",17,"z","z"
"Ancient History","C","Art & Design (Photography)",15,"z","z"
"Ancient History","C","Art & Design (Textiles)",6,"z","z"
"Ancient History","C","Bengali",0,"z","z"
"Ancient History","C","Biology",68,"z","z"
"Ancient History","C","Business  Studies:Single",38,"z","z"
"Ancient History","C","Chemistry",39,"z","z"
"Ancient History","C","Chinese",0,"z","z"
"Ancient History","C","Classical Civilisation",45,"z","z"
"Ancient History","C","Classical Greek",3,"z","z"
"Ancient History","C","Computer Studies/Computing",20,"z","z"
"Ancient History","C","D&T Engineering",0,"z","z"
"Ancient History","C","D&T Product Design",2,"z","z"
"Ancient History","C","D&T Textiles Technology",0,"z","z"
"Ancient History","C","Dance",0,"z","z"
"Ancient History","C","Design & Technology",0,"z","z"
"Ancient History","C","Drama & Theatre Studies",17,"z","z"
"Ancient History","C","Economics",43,"z","z"
"Ancient History","C","Electronics",3,"z","z"
"Ancient History","C","English Language",48,"z","z"
"Ancient History","C","English Language & Literature",46,"z","z"
"Ancient History","C","English Literature",132,"z","z"
"Ancient History","C","Environmental Science",7,"z","z"
"Ancient History","C","Film Studies",31,"z","z"
